objName,price,salePrice,style,parking,lon,lat,landArea,mainArea,affiliatedArea,zipCode
南港I-City廠辦大樓,60000,60000,大樓,可購,121.592577701,25.0559504957,132.07,479.91,0,115
世界心經貿景觀辦公,5588,5588,大樓,私有,121.610401887,25.0597775223,17.58,48.47,10.33,115
舊莊街透天使用坪效佳,2980,2980,透天,無,121.622995217,25.0378263827,35.09,31.28,0,115
中研超值雅寓,1380,1380,公寓,無,121.613643268,25.0346597186,1.53,32.04,3.47,115
南港花園高樓抽坡車,2930,2930,大樓,抽籤,121.59173139,25.0391915279,6.72,21.42,2.42,115
玉成公園雙車位一樓,2798,2798,公寓,無,121.588709973,25.0417993224,8.96,23.54,3.86,115
經貿地飆1F,2580,2580,華廈,無,121.615004006,25.0618702093,2.48,3.31,2.15,115
世界心高樓辦公,5988,5988,大樓,私有,121.610235309,25.0595011223,17.34,49.3,8.94,115
南港中研院旁黃金三樓,2180,2180,公寓,無,121.61665734,25.0388284272,11.04,27.67,4.4,115
胡適稀有透天別墅,3320,3320,透天,私有,121.615710684,25.037385894,29.11,32.43,4.31,115
&南港璽苑面中庭綠景,11688,11688,大樓,私有,121.614121207,25.062541538,16.72,51.76,12.44,115
近四鐵共構2房附車位,2558,2558,大樓,私有,121.601451265,25.0554421454,7.33,16.9,2.74,115
香榭帝寶高樓景觀戶,1990,1990,大樓,私有,121.59543944,25.0552080034,3.2,7.7,1.93,115
南港稀有低總價土地(都計內持分,168,168,土地,無,121.615139461887,25.0343954158059,57.94,,,115
中研寧靜便宜一樓,1128,1128,公寓,無,121.617662841,25.0364710243,13.11,18.69,2.36,115
中研綠意頂加雅寓,1520,1520,公寓,無,121.613815941,25.0344071644,7.06,21.89,2.83,115
南軟風範採光二房車,3360,3360,華廈,私有,121.614839936,25.062050964,6.96,16.69,4.25,115
松山新矽谷氣派廠辦,22168,22168,大樓,私有,121.581321539,25.0501373895,72.6,242.17,32.05,115
後山埤二樓三房,2388,2388,公寓,無,121.585518384,25.0449462583,9.25,22.9,4.18,115
中研壹樓好停車,2088,2088,公寓,無,121.61669119,25.0385646918,9.15,28.69,0,115
F2南港核心遠見價值名門首選,3380,3380,大樓,私有,121.605553187,25.0578467606,2.57,27.9,2.15,115
南港陽光大兩房車,2980,2980,華廈,私有,121.596931966,25.058398469,10.65,18.68,3.52,115
南軟二期超A辦,20688,20688,大樓,私有,121.612132859,25.0586490408,51.8,152.84,0,115
風華中庭三房坡平車,4000,4000,華廈,私有,121.611795501,25.059422745,8.51,24.14,5.04,115
FZ9商一易規劃高投報鼎佳,2580,2580,公寓,無,121.581246958,25.0520200639,8.96,26.64,2.39,115
昆陽站使用大一樓,2998,2998,公寓,無,121.592097694,25.0494492777,8.77,25.21,,115
南港漱夏三房大露台雙坡車,4588,4588,華廈,私有,121.594336409,25.0589259988,14.22,24.16,4.28,115
興東街電梯+車位A,5920,5920,華廈,私有,121.612800013,25.0556321564,9.34,18.96,3.49,115
南港昆陽站映東騰唯一釋出,12588,12588,大樓,私有,121.593752102,25.0482734756,14.75,52.48,5.08,115
華固卡地雅採光三房+坡車,4888,4888,華廈,私有,121.59500246,25.0566518226,9.87,24.48,3.87,115
K5收租王｜南軟中研小透天,3380,3380,透天,無,121.616786176,25.0452746986,16.64,18.27,0,115
日升月恆高樓山河景,10988,10988,大樓,私有,121.615494923,25.0615097006,16.47,50.69,5.12,115
展覽館站邊間美寓,2498,2498,公寓,無,121.616962722,25.0519420814,12.1,32.6,,115
松山精裝三房華廈,3980,3980,華廈,無,121.581331558,25.0511720778,7.43,29.91,4.49,115
砳建築旁邊間雅寓,2150,2150,公寓,無,121.60941814,25.0593817634,11.46,24.73,6.88,115
A近南港車站產業專區土地,22487,22487,土地,無,121.61476,25.05364,93.7,,,115
B近南港車站產業專區土地,16060,16060,土地,無,121.61476,25.05364,66.93,,,115
經貿區近LaLaport精品宅,3360,3360,華廈,私有,121.614839936,25.062050964,6.96,16.69,4.25,115
C57松山車站景觀三房雙車,6988,6988,大樓,私有,121.581750735,25.0513679592,8.26,35.4,7.64,115
研究院路4+5樓誠意賣,1308,1308,公寓,無,121.616497836,25.0386509373,9.23,23.46,4.62,115
南港近信義輕豪邸,6380,6380,別墅,私有,121.584172253,25.0435864607,14.65,29.17,26.3,115
景觀綠世界未來捷運三房平車,2930,2930,大樓,抽籤,121.59173139,25.0391915279,6.72,21.42,2.42,115
經貿園區-邊間2房+車,3360,3360,華廈,私有,121.614839936,25.062050964,6.96,16.69,4.25,115
芬第美二房平面車位,3098,3098,華廈,私有,121.596630007,25.0583506762,8.78,18.94,1.77,115
南港車站面公園三房,2288,2288,公寓,無,121.604719331,25.0565855217,7.45,22.27,2.8,115
羽森琚挑高庭院一樓,6400,6400,大樓,私有,121.600793,25.055879,0,25.99,1.76,115
後山埤雙店面住辦1樓,3680,3680,華廈,無,121.585419065,25.0465668107,8.44,23.3,2.79,115
南港2房稀有露臺附車位,1588,1588,華廈,私有,121.623649922,25.0373940025,3.82,7.9,1.65,115
中研彩虹透天社區,4280,4280,透天,私有,121.615920259,25.0465600375,18.25,34.06,23.7,115
南港松河街多功能黃金1樓,3800,3800,公寓,無,121.591813319,25.0578391391,12.6,41.94,8.69,115
南港長虹中研透天,4280,4280,透天,私有,121.615920259,25.0465600375,18.55,34.06,23.7,115
南港經貿門戶店面,3360,3360,其他,無,121.615290527,25.0535746931,15.05,21.27,0,115
2139南港一樓大空間,1198,1198,公寓,無,121.590184667,25.0383073091,5.6,12.41,1.51,115
南軟園區三房坡車,3998,3998,華廈,私有,121.611795501,25.059422745,8.51,24.14,5.04,115
陽光水岸+車位,2980,2980,華廈,私有,121.596931966,25.058398469,10.65,18.68,3.52,115
香榭帝寶邊間大戶,5888,5888,大樓,私有,121.59553519,25.0556621288,9.57,25.81,4.73,115
面南港公園邊間鼎家,2280,2280,公寓,無,121.592937534,25.0454516852,9.68,29.07,4.23,115
胡適庭園透天別墅,2630,2630,透天,無,121.612406632,25.0362118083,26.81,30.24,5.71,115
中研大空間頂家,1380,1380,公寓,無,121.613643268,25.0346597186,1.53,32.04,3.47,115
成福家樂福停車壹樓,2798,2798,公寓,無,121.588709973,25.0417993224,8.96,23.54,3.86,115
經貿軟體園區店面,4650,4650,華廈,私有,121.611795501,25.059422745,8.03,24.65,2.65,115
台北南港區南港段二小段投資持份,1989,1989,土地,無,121.606935,25.054703,13.53,13.53,,115
東方大地高樓三房,3188,3188,大樓,無,121.605768694,25.0548214221,5.73,26.16,2.84,115
K577山森原全新毛胚+平面車位,4988,4988,大樓,私有,121.613379,25.060061,7.18,23.99,2.19,115
南港綠意雅寓,1380,1380,公寓,無,121.62410495,25.037301213,7.81,21.53,2.37,115
I13南港大豐段林地,2088,2088,土地,無,121.62977,25.02256,1043.93,,,115
I13南港大豐段旱地,4708,4708,土地,無,121.62894,25.02258,2353.45,,,115
I13南港大豐段田地,1736,1736,土地,無,121.6287,25.02212,867.27,,,115
I13南港大豐段林旱地,8530,8530,土地,無,121.62871,25.02211,4264.65,,,115
松車低總店辦,680,680,大樓,無,121.580563352,25.0508864278,2.52,4.12,1.39,115
❤松車萬象精緻大樓另坡車,2238,2238,大樓,私有,121.580132933,25.0508459779,2.4,9.98,10.3,115
昆陽捷運忠孝東路公寓三房,1878,1878,公寓,無,121.589206683,25.0488237758,9.45,28.17,0,115
南港福德靜好電梯住宅,2930,2930,大樓,無,121.59173139,25.0391915279,6.72,21.42,2.42,115
南港住安中研溫馨三房車,2268,2268,華廈,私有,121.623649922,25.0373940025,5.1,10.54,2.26,115
昆陽面公園3房,2780,2780,公寓,無,121.588937558,25.0486804296,11.08,33.36,2.86,115
昆陽捷運面公園精美3房,2780,2780,公寓,無,121.588937558,25.0486804296,11.08,33.36,2.86,115
昆陽捷運面公園優美2樓,2780,2780,公寓,無,121.588937558,25.0486804296,11.08,36.22,0,115
近捷運黃金三樓,1988,1988,公寓,無,121.61301564,25.0545059625,7.41,25.73,2.45,115
福德都更三房雅寓,1980,1980,公寓,無,121.587705228,25.0397857419,9.28,21.89,2.78,115
S1483玉成公園超值美寓1F,2280,2280,公寓,無,121.58986208,25.0386602569,7.56,20.16,1.78,115
後山埤站稀有一樓門口可停車,2798,2798,公寓,無,121.588709973,25.0417993224,8.96,55.57,3.86,115
專約台北南港近中研院公寓,1388,1388,公寓,無,121.617387957,25.036049524,8.94,28.53,1.93,115
胡適庭園景觀透天,3320,3320,透天,私有,121.615710684,25.037385894,29.11,32.43,4.31,115
後山埤住店辦,6200,6200,華廈,無,121.582810402,25.0441381792,13.29,34.32,20.92,115
忠孝無極金店面,5490,5490,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
S1326忠孝東路捷運金店面,5590,5590,大樓,公有,121.584166059,25.0469451342,4.87,24.5,0.48,115
正忠孝東路收租金店l 投資首選,5590,5590,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
南港舊莊收租五套房,1480,1480,公寓,無,121.62176293,25.0375522184,13.3,24.41,2.96,115
南港綠意美景公寓,1380,1380,公寓,無,121.62410495,25.037301213,7.81,21.53,2.37,115
南港車站双美館高樓景觀,5850,5850,大樓,私有,121.60674635,25.0566661024,4.24,28.35,3.77,115
國泰悠陽綠意3房,7680,7680,大樓,私有,121.597458201,25.0547938723,9.95,41.22,4.5,115
中研院公園邊間一樓,1800,1800,公寓,無,121.616164239,25.0383291057,9.3,19.05,0,115
昆陽面公園美寓,2780,2780,公寓,無,121.588937558,25.0486804296,11.08,36.22,0,115
8810遠雄ICity整層出售,60000,60000,大樓,可購,121.592577694,25.0559505205,132.07,479.91,0,115
遠雄宜進新辦公室,17188,17188,大樓,私有,121.592564015,25.0559982731,,123.21,,115
遠雄宜進,8202,8202,大樓,私有,121.592564015,25.0559982731,,58.6,0,115
遠雄宜進新辦公室,8988,8988,大樓,私有,121.592577701,25.0559504957,,64.61,0,115
松山國小雙捷運電梯大樓附車位,2238,2238,大樓,私有,121.580132933,25.0508459779,2.4,9.98,10.3,115
南港玉成公園溫馨三房,1950,1950,公寓,無,121.583919187,25.0437548903,7.17,21.86,2.99,115
[中研苑士]南港2房車即將交屋,2350,2350,大樓,私有,121.621548,25.037641,0,16.35,1.6,115
[中研苑士]南港2房車即將交屋,2390,2390,大樓,私有,121.621548,25.037641,0,16.35,1.6,115
昆陽面公園美寓,2780,2780,公寓,無,121.588937558,25.0486804296,11.08,33.36,2.86,115
昆陽面公園大三房,2780,2780,公寓,無,121.588937558,25.0486804296,11.08,33.36,2.86,115
松山捷運站優值辦公室,9980,9980,大樓,私有,121.581321539,25.0501373895,36.37,121.55,16.78,115
後山埤邊間雅寓,2847,2847,公寓,無,121.584660398,25.0455975837,10.42,32.45,3.62,115
玉成公園收租美寓,2580,2580,公寓,無,121.588422339,25.0402963873,11.47,30.41,8.6,115
獨家南港玉成公園綠意三房,1868,1868,公寓,無,121.590316,25.0379471225,7.85,23.77,2.27,115
後山埤捷運持分住地,118,118,土地,無,121.606935,25.054703,1.15,,,115
南港路三段電梯大廠辦,3680,3680,華廈,無,121.587782394,25.0537559657,19.23,53.45,3.68,115
玉成大賞小資美宅,1598,1598,大樓,無,121.588292548,25.041985396,0,8.35,1.47,115
8109遠雄I-City大廠店,9500,9500,大樓,可購,121.592577701,25.0559504957,17.77,64.55,0,115
8982遠雄全新挑高六米一樓,8500,8500,大樓,可購,121.592564015,25.0559982731,16.02,58.19,0,115
香榭帝寶三房+車位,5680,5680,大樓,私有,121.59553519,25.0556621288,9.57,25.81,4.73,115
南港土地投資案,1500,1500,透天,無,121.592305795,25.0520940586,15.02,,,115
後山埤捷運&東方爵士電梯正1房1廳,1688,1688,大樓,無,121.587596223,25.0415503973,4.5,9.81,1.33,115
玉成大賞邊間A棟+車位,2288,2288,大樓,私有,121.588081,25.041763,,12.22,1.74,115
後山埤精品店面,5490,5490,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
W78捷運後山埤忠孝無極店面,5690,5690,大樓,私有,121.584166059,25.0469451342,0,24.5,0.48,115
近捷運展覽館站店面,3360,3360,公寓,無,121.615290527,25.0535746931,15.05,21.27,0,115
忠孝東路六段金店面,5490,5490,其他,公有,121.584166059,25.0469451342,4.87,24.5,0.48,115
南港舊莊美寓,1580,1580,公寓,無,121.618909408,25.0408011292,11.12,28.73,2.63,115
南港三鐵黃金公寓,1490,1490,公寓,無,121.614705038,25.0519074391,6.5,20.58,0,115
經貿園墅二房坡平,3188,3188,華廈,私有,121.621147435,25.0567706938,10.8,15.7,1.84,115
近利百代產業生活專區壹樓,3200,3200,公寓,無,121.59035049,25.0552197879,11.95,25.87,3.53,115
威京尊龍店辦住坡平,5500,5500,大樓,私有,121.600153615,25.0543290679,15.04,30.95,2.17,115
信義逸居精品2房坡車,5188,5188,華廈,私有,121.586268874,25.0439834626,11.59,22.27,4.96,115
玉成公園低總鼎佳,1680,1680,公寓,無,121.585794247,25.0436418266,4.24,17.54,2.9,115
南港重陽中視金店面,3120,3120,華廈,無,121.598027085,25.05667121,8.29,20.34,1.62,115
南港溪有裝潢透天,3380,3380,透天,無,121.616786176,25.0452746986,16.64,18.27,0,115
南港黃金地段商三特持分土地,1598,1598,土地,無,121.61548,25.05329,13.53,,,115
後山埤捷運靜巷二房美寓,1688,1688,公寓,無,121.585794247,25.0436418266,4.24,17.54,2.9,115
後山埤增值壹樓,9800,9800,公寓,無,121.582987,25.04343,9.53,22.05,7.45,115
南港忠孝東無極金店,5490,5490,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
南港龍華住辦一樓,3500,3500,華廈,無,121.585320838,25.0462739451,8.13,22.41,2.81,115
軟體園區店面稀有釋出,4100,4100,華廈,私有,121.611875151,25.0609056729,13.31,17.32,1.35,115
忠孝東6段昆陽寬金店面,5880,5880,公寓,無,121.588721174,25.0490231848,8.05,26.09,2.12,115
華固奧之松庭園別墅,10888,10888,華廈,私有,121.596684417,25.0575681918,15.77,43.14,6.05,115
忠孝無極金店面,5490,5490,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
日升月恆無雙精裝豪邸,11600,11600,大樓,私有,121.615494923,25.0615097006,17.27,53.76,5.5,115
近忠孝東路稀有透天,13800,13800,透天,無,121.615287173,25.0525305947,43.56,51.96,0,115
南港玉成段都更一樓,4350,4350,公寓,無,121.586416004,25.0497194729,7.69,23.89,0,115
近南軟大地坪透天,13800,13800,透天,無,121.615287173,25.0525305947,43.56,51.96,,115
後山埤捷運辦公,3988,3988,大樓,無,121.582224982,25.0448897553,6.08,26.34,3.79,115
正忠孝東路精品店面,5900,5900,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
忠孝無極置產店面,5490,5490,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
中研院收租透天,3380,3380,透天,無,121.616786176,25.0452746986,16.64,18.27,,115
世界明珠景觀大戶,39988,39988,大樓,私有,121.599423381,25.0533991685,35.72,132.68,13.43,115
世界明珠景觀戶I,22800,22800,大樓,私有,121.60066,25.053331,19.94,74.11,8.29,115
世界明珠景觀戶II,17900,17900,大樓,私有,121.60066,25.053331,15.78,58.57,5.14,115
捷運南港東方文華,2680,2680,華廈,私有,121.605777626,25.0556215766,3.17,7.78,0.62,115
日升月恆高樓景觀四房,11600,11600,大樓,私有,121.615494923,25.0615097006,17.27,53.76,5.5,115
近南港展覽館投資都更建地,20600,20600,土地,無,121.606935,25.054703,161.23,,,115
後山埤美寓,2480,2480,公寓,無,121.585029654,25.0442926229,8.17,23.91,4.25,115
南港中研公寓一樓,1800,1800,公寓,無,121.616164239,25.0383291057,9.3,19.05,0,115
後山埤站收租精品店面附車,5590,5590,大樓,私有,121.584166059,25.0469451342,4.87,24.5,0.48,115
南港園區香朵2房坡車,3288,3288,華廈,私有,121.611748784,25.0615254596,8.69,15.74,4.03,115
忠孝東路挑高精美黃金店面,5790,5790,大樓,私有,121.5841889,25.0469339,4.87,24.5,0.48,115
經貿招財金店面,4675,4675,華廈,私有,121.611791394,25.0594733817,8.03,25.79,1.74,115
後山埤低總價亮麗3房,1988,1988,公寓,無,121.587214254,25.0402975423,5.84,22.23,0,115
松車黃金店辦,4500,4500,公寓,無,121.581296981,25.0514789994,5.07,21.9,0,115
